UserID,DateOnly,TimeOnly,WeightKg,BMI
1503960366,2016-04-05,23:59:59,53.2999992370605,22.9699993133545
1927972279,2016-04-10,18:33:26,129.600006103516,46.1699981689453
2347167796,2016-04-03,23:59:59,63.4000015258789,24.7700004577637
2873212765,2016-04-06,23:59:59,56.7000007629395,21.4500007629395
2873212765,2016-04-07,23:59:59,57.2000007629395,21.6499996185303
2891001357,2016-04-05,23:59:59,88.4000015258789,25.0300006866455
4445114986,2016-03-30,23:59:59,92.4000015258789,35.0099983215332
4558609924,2016-04-08,23:59:59,69.4000015258789,27.1399993896484
4702921684,2016-04-04,23:59:59,99.6999969482422,26.1100006103516
6962181067,2016-03-30,23:59:59,61.5,24.0300006866455
6962181067,2016-03-31,23:59:59,61.5,24.0300006866455
6962181067,2016-04-01,23:59:59,60.9000015258789,23.7800006866455
6962181067,2016-04-02,23:59:59,61.2000007629395,23.8899993896484
6962181067,2016-04-03,23:59:59,61.5,24.0300006866455
6962181067,2016-04-04,23:59:59,62.4000015258789,24.3500003814697
6962181067,2016-04-05,23:59:59,61.7000007629395,24.1000003814697
6962181067,2016-04-06,23:59:59,62.2000007629395,24.2800006866455
6962181067,2016-04-07,23:59:59,62.2000007629395,24.2800006866455
6962181067,2016-04-08,23:59:59,61.7000007629395,24.1000003814697
6962181067,2016-04-09,23:59:59,62.0999984741211,24.2399997711182
6962181067,2016-04-10,23:59:59,62.5,24.3899993896484
6962181067,2016-04-11,23:59:59,62.2000007629395,24.2800006866455
6962181067,2016-04-12,23:59:59,62.5,24.3899993896484
8253242879,2016-04-07,23:59:59,75.5999984741211,29.5499992370605
8877689391,2016-04-01,06:49:40,85.5,25.6100006103516
8877689391,2016-04-04,06:53:43,86.5999984741211,25.9400005340576
8877689391,2016-04-05,06:40:15,86.0,25.7600002288818
8877689391,2016-04-06,06:49:31,86.3000030517578,25.8299999237061
8877689391,2016-04-07,06:15:08,85.0999984741211,25.4899997711182
8877689391,2016-04-08,06:39:44,85.0,25.4400005340576
8877689391,2016-04-09,08:06:12,85.4000015258789,25.5599994659424
8877689391,2016-04-11,06:58:09,86.0999984741211,25.7900009155273
8877689391,2016-04-12,06:47:11,85.8000030517578,25.6800003051758
1503960366,2016-05-02,23:59:59,52.5999984741211,22.6499996185303
1503960366,2016-05-03,23:59:59,52.5999984741211,22.6499996185303
1927972279,2016-04-13,01:08:52,133.5,47.5400009155273
2873212765,2016-04-21,23:59:59,56.7000007629395,21.4500007629395
2873212765,2016-05-12,23:59:59,57.2999992370605,21.6900005340576
4319703577,2016-04-17,23:59:59,72.4000015258789,27.4500007629395
4319703577,2016-05-04,23:59:59,72.3000030517578,27.3799991607666
4558609924,2016-04-18,23:59:59,69.6999969482422,27.25
4558609924,2016-04-25,23:59:59,70.3000030517578,27.4599990844727
4558609924,2016-05-01,23:59:59,69.9000015258789,27.3199996948242
4558609924,2016-05-02,23:59:59,69.1999969482422,27.0400009155273
4558609924,2016-05-09,23:59:59,69.0999984741211,27.0
5577150313,2016-04-17,09:17:55,90.6999969482422,28.0
6962181067,2016-04-12,23:59:59,62.5,24.3899993896484
6962181067,2016-04-13,23:59:59,62.0999984741211,24.2399997711182
6962181067,2016-04-14,23:59:59,61.7000007629395,24.1000003814697
6962181067,2016-04-15,23:59:59,61.5,24.0
6962181067,2016-04-16,23:59:59,62.0,24.2099990844727
6962181067,2016-04-17,23:59:59,61.4000015258789,23.9599990844727
6962181067,2016-04-18,23:59:59,61.2000007629395,23.8899993896484
6962181067,2016-04-19,23:59:59,61.4000015258789,23.9599990844727
6962181067,2016-04-20,23:59:59,61.7000007629395,24.1000003814697
6962181067,2016-04-21,23:59:59,61.4000015258789,23.9599990844727
6962181067,2016-04-22,23:59:59,61.4000015258789,23.9599990844727
6962181067,2016-04-23,23:59:59,61.5,24.0
6962181067,2016-04-24,23:59:59,61.5,24.0
6962181067,2016-04-25,23:59:59,61.7000007629395,24.1000003814697
6962181067,2016-04-27,23:59:59,61.2000007629395,23.8899993896484
6962181067,2016-04-28,23:59:59,61.2000007629395,23.8899993896484
6962181067,2016-04-29,23:59:59,61.4000015258789,23.9599990844727
6962181067,2016-04-30,23:59:59,61.0,23.8199996948242
6962181067,2016-05-01,23:59:59,61.7000007629395,24.1000003814697
6962181067,2016-05-02,23:59:59,61.5,24.0
6962181067,2016-05-03,23:59:59,61.0,23.8199996948242
6962181067,2016-05-04,23:59:59,61.0999984741211,23.8500003814697
6962181067,2016-05-05,23:59:59,61.2999992370605,23.9300003051758
6962181067,2016-05-06,23:59:59,61.5,24.0
6962181067,2016-05-07,23:59:59,61.2000007629395,23.8899993896484
6962181067,2016-05-08,23:59:59,61.2000007629395,23.8899993896484
6962181067,2016-05-09,23:59:59,62.4000015258789,24.3500003814697
6962181067,2016-05-10,23:59:59,62.0999984741211,24.2399997711182
6962181067,2016-05-11,23:59:59,61.9000015258789,24.1700000762939
6962181067,2016-05-12,23:59:59,61.9000015258789,24.1700000762939
8877689391,2016-04-12,06:47:11,85.8000030517578,25.6800003051758
8877689391,2016-04-13,06:55:00,84.9000015258789,25.4099998474121
8877689391,2016-04-14,06:48:43,84.5,25.3099994659424
8877689391,2016-04-16,13:39:25,85.5,25.5900001525879
8877689391,2016-04-18,06:51:14,85.8000030517578,25.6800003051758
8877689391,2016-04-19,06:39:31,85.3000030517578,25.5300006866455
8877689391,2016-04-20,06:44:54,84.9000015258789,25.4099998474121
8877689391,2016-04-21,06:50:27,84.5,25.2900009155273
8877689391,2016-04-23,07:22:28,85.5,25.5900001525879
8877689391,2016-04-24,07:38:05,85.5,25.5900001525879
8877689391,2016-04-25,06:40:16,85.4000015258789,25.5599994659424
8877689391,2016-04-26,06:50:27,85.0999984741211,25.4899997711182
8877689391,2016-04-27,06:51:05,85.4000015258789,25.5599994659424
8877689391,2016-04-28,06:50:03,85.0999984741211,25.4899997711182
8877689391,2016-04-29,06:49:55,84.9000015258789,25.4099998474121
8877689391,2016-04-30,07:49:03,85.5,25.5900001525879
8877689391,2016-05-01,08:47:49,85.3000030517578,25.5300006866455
8877689391,2016-05-03,06:49:41,84.9000015258789,25.4099998474121
8877689391,2016-05-04,06:48:22,84.4000015258789,25.2600002288818
8877689391,2016-05-06,06:43:35,85.0,25.4400005340576
8877689391,2016-05-08,07:35:53,85.4000015258789,25.5599994659424
8877689391,2016-05-09,06:39:44,85.5,25.6100006103516
8877689391,2016-05-11,06:51:47,85.4000015258789,25.5599994659424
8877689391,2016-05-12,06:42:53,84.0,25.1399993896484
